num_links,num_images,num_iframes,num_forms,num_inputs,num_buttons,num_scripts,has_unescape,num_styles,css_external_links,num_hidden_elements,label
23,2,2,0,0,1,12,0,0,6,2,1
7,10,0,1,4,0,3,0,2,0,0,1
36,4,0,5,10,0,0,0,39,1,0,1
2,2,0,1,2,2,2,0,0,1,1,1
46,1,0,0,0,3,13,0,2,1,0,1
2,4,0,1,4,0,3,0,2,0,0,1
2,4,0,1,3,4,9,0,1,4,0,1
3,4,0,1,3,0,3,0,3,0,0,1
230,109,0,2,6,1,11,0,0,12,0,1
0,0,0,0,0,0,0,0,0,0,0,1
185,5,0,3,12,3,12,0,0,4,0,1
7,1,0,2,19,2,0,0,0,2,0,1
0,0,0,1,5,0,0,0,0,1,0,1
0,0,0,0,1,0,4,1,0,0,0,1
0,2,0,1,6,0,3,0,0,1,0,1
3,4,0,1,3,0,3,0,3,0,0,1
0,0,0,1,3,0,0,0,0,1,0,1
29,1,0,1,6,2,3,0,0,4,0,1
14,2,0,1,12,3,19,0,1,1,0,1
7,0,1,1,6,1,32,0,1,4,2,1
3,1,0,1,3,1,6,0,2,1,0,1
5,1,1,1,4,1,26,0,8,1,7,1
10,1,0,2,26,4,8,0,3,2,2,1
3,4,0,1,5,0,4,0,3,0,0,1
7,3,1,1,1,2,23,0,1,12,1,1
4,1,0,0,0,0,1,0,0,3,0,1
2,10,0,1,5,0,3,0,5,0,0,1
17,8,0,0,0,0,0,0,1,0,0,1
496,12,0,2,2,11,13,0,7,3,3,1
9,1,0,1,4,1,9,0,1,6,0,1
0,0,1,0,0,0,0,0,0,0,0,1
0,16,1,1,4,1,5,0,0,2,3,1
3,1,0,0,0,0,3,0,0,2,0,1
24,6,1,1,16,10,13,0,1,1,0,1
0,0,0,0,0,0,1,1,0,0,0,1
24,0,0,1,5,1,4,0,1,2,1,1
0,41,0,2,9,3,14,0,3,1,0,1
186,18,2,3,28,2,54,0,3,3,35,1
496,12,0,2,2,11,13,0,7,3,3,1
1,8,0,1,5,1,6,0,0,4,0,1
0,1,0,1,3,0,0,0,0,1,0,1
14,3,5,1,16,0,31,0,3,13,6,1
0,0,0,0,0,0,1,0,1,0,0,1
2,2,0,1,2,2,2,0,0,1,0,1
7,0,0,1,4,0,0,0,0,3,4,1
2,1,0,1,3,2,8,0,3,3,1,1
30,1,0,2,6,5,6,0,2,3,3,1
0,1,0,1,1,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
9,12,0,1,4,0,1,0,2,0,0,1
0,0,1,0,0,0,1,0,0,0,0,1
0,23,0,20,20,0,1,0,0,1,0,1
7,1,0,1,12,0,11,0,11,5,1,1
1,1,0,1,4,0,7,0,4,3,1,1
7,10,0,1,4,0,3,0,2,0,0,1
1,2,0,1,5,0,4,0,0,2,0,1
5,10,0,1,3,0,1,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,6,1,0,0,1,0,1
6,0,0,0,0,0,0,0,0,0,0,1
12,2,0,1,6,1,3,0,0,1,0,1
0,0,0,0,0,0,1,0,1,0,0,1
7,3,0,1,8,1,24,0,3,14,3,1
0,0,1,0,0,0,2,1,0,0,0,1
2,2,0,0,0,0,0,0,0,0,0,1
3,1,0,1,8,0,0,0,0,4,0,1
8,4,1,2,34,0,3,0,1,1,6,1
0,1,0,1,3,0,1,0,1,0,0,1
2,4,0,1,4,0,2,0,2,0,0,1
11,1,0,2,6,0,4,0,0,2,0,1
63,9,5,1,11,2,31,0,1,5,11,1
0,0,0,0,0,0,2,0,0,0,0,1
140,11,0,4,12,1,15,0,0,8,72,1
14,3,5,1,16,0,31,0,3,13,6,1
0,0,1,0,0,0,2,1,0,0,0,1
3,11,0,1,12,0,2,0,0,0,0,1
36,8,9,1,4,1,5,0,2,1,18,1
8,4,1,2,34,0,3,0,1,1,6,1
1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,2,2,1,0,0,1,0,1
3,4,0,1,6,0,5,0,13,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1
2,6,0,1,7,0,15,0,1,6,3,1
9,12,0,1,4,0,1,0,2,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,2,0,1,0,0,1
1,2,0,1,3,0,1,0,0,0,0,1
0,5,0,1,7,2,5,0,0,4,0,1
7,0,0,1,2,3,4,0,4,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
4,4,0,1,4,0,5,0,2,3,0,1
15,3,0,1,30,3,0,0,0,0,3,1
5,1,1,1,4,1,26,0,8,1,7,1
4,4,0,1,6,0,5,0,2,3,0,1
0,48,0,2,11,4,4,0,2,2,7,1
5,5,1,0,2,1,5,0,1,3,1,1
19,3,0,4,27,0,12,0,0,2,4,1
0,0,0,0,0,0,1,0,0,0,0,1
52,4,0,2,2,5,16,1,1,7,3,1
22,2,0,1,4,0,12,1,1,3,0,1
5,0,0,1,2,1,5,0,1,1,0,1
41,5,0,0,2,9,9,0,2,1,0,1
1,0,0,1,4,0,6,0,1,2,0,1
36,8,9,1,4,1,5,0,2,1,18,1
0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,1,3,0,9,0,0,1,0,1
0,1,0,1,11,0,0,0,0,0,0,1
9,0,0,1,2,0,3,0,1,3,4,1
49,14,0,0,8,7,11,0,0,4,12,1
9,1,0,0,0,0,0,0,1,0,0,1
3,2,0,1,4,0,0,0,4,1,1,1
7,10,0,1,4,0,3,0,2,0,0,1
3,2,0,1,2,0,0,0,2,1,0,1
0,0,0,2,17,1,2,0,0,1,1,1
8,2,0,1,3,0,1,0,1,4,0,1
0,0,0,0,0,0,1,1,0,0,0,1
4,5,0,1,6,0,5,0,2,4,0,1
13,1,0,1,17,3,19,0,0,2,10,1
0,0,0,0,0,0,1,0,0,0,0,1
0,16,0,1,12,16,5,0,2,0,2,1
16,3,0,1,4,1,0,0,0,1,0,1
31,12,0,1,3,0,5,0,1,1,0,1
1134,57,3,4,8,6,11,0,1,8,6,1
0,0,0,1,3,0,3,0,1,1,0,1
4,7,0,6,22,6,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,4,0,7,0,0,3,0,1
0,0,0,0,0,0,1,0,0,0,0,1
7,0,0,1,2,3,4,0,4,0,0,1
13,3,0,1,8,1,24,0,3,14,3,1
0,1,0,1,3,0,0,0,0,1,0,1
0,0,0,0,0,0,1,0,0,0,0,1
46,5,0,3,5,3,0,0,0,1,0,1
1,0,0,1,3,0,0,0,1,0,0,1
29,1,0,2,6,4,5,0,1,4,4,1
7,0,0,1,2,3,4,0,4,0,0,1
98,6,0,4,19,15,5,0,3,1,10,1
2,2,0,1,2,2,2,0,0,1,0,1
2,2,0,1,2,2,2,0,0,1,1,1
1,2,0,1,1,1,4,0,0,2,0,1
4,1,0,1,4,0,5,0,2,4,0,1
1,0,0,1,3,6,0,0,1,1,0,1
0,3,0,1,3,0,2,0,3,0,0,1
3,1,0,0,0,0,1,0,0,1,0,1
4,4,0,1,6,0,5,0,2,3,0,1
46,5,0,3,5,3,0,0,0,1,0,1
326,115,1,5,9,20,50,0,1,2,2,1
23,0,0,0,0,1,0,0,0,1,0,1
0,0,0,0,0,0,0,0,1,0,0,1
9,0,0,1,2,0,3,0,1,3,4,1
9,4,0,1,9,0,6,0,2,3,0,1
9,0,0,1,2,1,2,0,1,2,69,1
0,1,0,1,6,0,9,0,0,7,1,1
3,2,0,2,20,0,16,0,0,2,0,1
0,5,0,1,4,2,5,0,0,4,0,1
2,2,0,0,0,0,0,0,0,0,0,1
2,2,0,0,0,0,0,0,0,0,0,1
0,4,0,1,14,0,9,0,3,0,0,1
8,0,0,1,2,0,4,0,0,3,0,1
4,2,0,1,6,0,5,0,2,3,0,1
16,15,0,2,7,3,3,0,0,3,0,1
27,8,0,1,5,2,2,0,1,17,4,1
0,0,0,0,0,0,0,0,0,0,0,1
7,0,1,1,6,1,32,0,1,4,2,1
1,9,0,1,3,0,4,0,2,1,3,1
28,3,0,1,3,0,0,0,0,0,0,1
5,3,0,1,13,0,11,0,1,3,1,1
0,0,0,1,5,0,1,0,1,1,0,1
1,8,0,1,5,0,4,0,1,3,3,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
19,1,0,2,18,0,7,0,0,2,0,1
2,0,0,0,0,0,4,0,1,2,0,1
9,7,0,0,2,2,2,0,0,2,5,1
2,1,0,0,0,0,0,0,0,1,0,1
201,67,0,4,18,1,9,1,0,1,0,1
32,3,0,10,73,6,46,0,1,9,0,1
0,2,0,1,6,0,3,0,0,1,0,1
4,2,0,1,5,0,5,0,2,3,0,1
8,0,0,1,2,0,4,0,0,3,0,1
1,8,0,1,5,0,4,0,1,3,3,1
7,1,0,1,10,0,14,0,3,2,3,1
43,27,0,3,4,7,29,0,1,9,0,1
0,0,0,0,0,0,0,0,0,0,0,1
45,4,0,0,0,4,7,0,0,3,0,1
4,4,0,1,7,0,5,0,2,3,0,1
0,2,0,1,4,0,1,0,0,1,0,1
5,0,0,1,2,1,2,0,1,1,0,1
0,16,0,1,12,16,5,0,2,0,2,1
4,4,0,1,4,0,5,0,2,3,0,1
0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,1
3,3,0,0,0,0,1,0,1,9,0,1
4,7,0,6,22,6,0,0,1,0,0,1
2,2,0,1,3,0,0,0,0,1,0,1
3,0,0,1,2,1,1,0,0,4,0,1
8,4,1,2,34,0,3,0,1,1,6,1
4,4,0,1,6,0,5,0,2,3,0,1
29,1,0,2,6,4,5,0,1,4,4,1
43,27,0,10,71,7,30,0,1,9,0,1
7,0,1,1,6,1,32,0,1,4,2,1
0,0,0,0,0,0,0,0,0,0,0,1
20,4,0,2,7,0,1,0,0,1,1,1
9,0,0,1,2,0,3,0,1,3,4,1
1,1,0,1,3,0,10,1,4,3,1,1
5,17,0,1,5,0,3,0,4,0,0,1
2,10,0,1,5,0,3,0,5,0,0,1
1,0,0,1,4,1,1,0,1,2,1,1
18,2,3,2,15,0,21,0,6,1,3,1
2,2,0,0,0,0,0,0,0,0,0,1
28,3,0,1,3,0,0,0,0,0,0,1
2,2,0,1,2,2,2,0,0,1,1,1
9,0,0,1,3,2,3,0,0,3,0,1
201,67,0,4,18,1,9,1,0,1,0,1
0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,1,0,4,1,0,0,0,1
0,1,0,1,11,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
5,3,0,0,2,0,6,0,0,1,1,1
3,4,0,1,3,0,3,0,3,0,0,1
5,17,0,1,5,0,3,0,4,0,0,1
21,1,0,1,3,1,3,0,2,2,0,1
3,4,0,1,3,0,4,0,3,0,0,1
109,11,0,1,23,0,17,0,1,4,4,1
0,0,0,1,4,0,0,0,0,0,0,1
229,63,0,0,0,0,8,0,0,5,0,1
13,4,0,1,4,0,21,0,2,3,0,1
354,147,0,3,8,119,23,0,0,4,0,1
0,0,1,0,0,0,2,1,0,0,0,1
0,1,0,1,3,0,0,0,0,1,0,1
24,0,0,1,5,1,4,0,1,2,1,1
5,10,0,1,3,0,3,0,3,0,0,1
3,4,0,1,3,0,3,0,3,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
14,1,0,1,14,1,15,0,0,3,0,1
5,10,0,1,3,0,3,0,3,0,0,1
155,1,1,1,10,0,2,0,6,1,4,1
0,0,0,1,1,0,2,0,0,0,0,1
27,6,0,1,10,2,26,0,0,4,0,1
0,0,0,0,0,0,0,0,0,0,0,1
12,4,2,2,11,0,16,0,3,0,3,1
14,4,0,0,0,1,6,0,0,1,0,1
5,0,0,0,0,0,1,0,0,2,0,1
75,18,0,6,25,7,1,0,1,1,11,1
19,1,0,2,18,0,7,0,0,2,0,1
7,2,1,1,6,0,5,0,2,12,4,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1
3,1,0,0,0,0,3,0,0,2,0,1
2,2,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,8,0,1,3,0,1,0,0,0,0,1
5,19,0,1,5,0,3,0,4,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1
1,9,0,1,3,0,4,0,2,1,3,1
25,10,1,1,22,0,17,1,1,1,1,1
1,0,0,0,1,0,4,1,0,0,0,1
0,7,0,1,2,0,0,0,0,1,0,1
50,19,0,1,6,4,9,0,0,9,3,1
7,0,0,1,4,0,0,0,0,3,4,1
3,2,0,2,2,0,35,0,2,8,2,1
1,1,0,0,0,0,1,0,2,0,0,1
113,0,0,3,13,10,14,0,3,14,22,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1
467,91,0,1,17,72,14,0,2,2,0,1
8,4,1,2,34,0,3,0,1,1,6,1
0,0,0,0,1,0,13,1,1,2,0,1
2,9,0,1,12,0,0,0,2,0,0,1
22,0,0,1,3,1,18,0,3,2,0,1
76,17,0,4,25,0,16,0,0,6,5,1
16,4,0,1,2,1,7,0,82,0,0,1
0,3,0,1,2,1,5,0,1,3,0,1
3,2,0,1,4,0,0,0,4,1,1,1
7,0,1,1,6,1,32,0,1,4,2,1
201,67,0,4,18,1,9,1,0,1,0,1
16,2,0,1,24,1,4,0,2,4,19,1
29,1,0,2,6,4,5,0,1,4,4,1
0,4,0,1,3,0,3,0,0,1,0,1
3,2,0,1,3,0,1,0,0,0,0,1
233,9,0,3,11,0,11,0,2,1,6,1
0,1,1,1,3,1,6,0,0,1,0,1
3,2,1,1,2,1,2,0,0,8,2,1
7,10,0,1,4,0,3,0,2,0,0,1
11,11,0,5,19,1,4,0,9,4,2,1
0,0,0,0,0,0,9,0,0,0,0,1
1,3,0,1,3,0,3,0,0,4,0,1
0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,1
11,1,0,1,3,6,7,0,1,2,1,1
15,21,0,1,32,0,0,0,1,3,0,1
51,5,0,3,25,0,11,1,2,1,1,1
2,2,0,0,0,0,0,0,0,0,0,1
5,0,0,1,2,1,2,0,1,1,0,1
1,3,0,1,3,0,3,0,3,0,0,1
0,1,0,1,3,0,5,0,1,3,0,1
0,4,0,1,3,0,3,0,0,1,0,1
3,4,0,1,4,2,15,0,0,4,2,1
4,3,0,1,2,1,0,0,0,1,0,1
1,0,0,0,0,0,4,0,0,5,0,1
6,7,0,0,0,0,2,0,2,0,0,1
4,1,0,1,5,0,5,0,2,3,0,1
1,2,0,1,1,1,4,0,0,2,0,1
3,3,0,1,4,1,3,0,0,3,0,1
7,0,0,1,2,3,5,0,4,0,0,1
2,2,0,1,2,2,2,0,0,1,0,1
1,2,0,1,3,0,5,0,1,1,1,1
7,10,0,1,4,0,3,0,2,0,0,1
17,5,0,1,13,0,13,0,1,1,0,1
7,0,1,1,6,1,32,0,1,4,2,1
0,1,0,1,5,1,3,0,1,4,0,1
10,4,0,1,3,1,1,0,0,2,0,1
4,0,0,1,4,1,7,0,3,0,1,1
36,8,9,1,4,1,5,0,2,1,18,1
0,0,1,0,0,0,0,0,0,0,0,1
0,2,0,1,3,1,1,0,1,3,0,1
7,0,0,1,2,3,4,0,4,0,0,1
8,0,0,1,2,0,4,0,0,3,0,1
3,8,0,1,5,0,3,0,4,0,0,1
32,4,0,0,0,0,8,0,0,5,0,1
4,4,0,1,4,0,5,0,2,3,0,1
51,5,0,3,25,0,11,1,2,1,1,1
14,1,2,1,13,3,6,0,1,1,2,1
7,2,1,1,6,0,5,0,2,12,4,1
21,1,0,1,0,0,0,0,2,2,0,1
0,5,0,1,4,2,5,0,0,4,0,1
0,3,0,1,2,1,9,0,1,2,2,1
2,38,0,0,0,2,8,0,0,3,2,1
0,0,0,0,0,0,0,0,0,0,0,1
8,4,1,2,34,0,3,0,1,1,6,1
9,0,0,1,2,0,3,0,1,3,4,1
2,2,0,0,0,0,0,0,0,0,0,1
0,8,0,1,3,0,1,0,0,0,0,1
0,16,0,1,12,16,5,0,2,0,2,1
17,1,0,1,3,0,17,0,2,4,0,1
0,0,0,0,0,0,0,0,0,0,0,1
27,62,0,1,3,8,6,0,1,7,0,1
5,0,0,1,2,1,2,0,1,1,0,1
33,21,0,1,7,3,11,0,1,9,3,1
5,0,0,1,2,1,2,0,1,1,0,1
38,9,0,1,11,0,40,0,0,15,5,1
0,0,0,0,0,0,2,0,0,0,0,1
3,6,0,1,3,0,1,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,2,1,5,0,0,8,2,1
52,2,0,2,16,0,0,0,0,4,26,1
6,3,0,0,0,0,0,0,0,0,0,1
3,4,0,1,3,0,3,0,3,0,0,1
113,0,0,3,13,10,14,0,3,14,22,1
366,74,0,2,5,0,26,0,2,7,4,1
0,1,0,1,3,0,0,0,0,1,0,1
0,1,0,1,2,0,2,0,3,0,0,1
2,4,0,1,4,0,2,0,2,0,0,1
1,0,0,0,1,0,4,1,0,0,0,1
2,2,0,0,0,0,0,0,0,0,0,1
29,1,0,2,6,4,5,0,1,4,4,1
0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,1,3,0,0,0,0,1,0,1
8,0,0,1,2,0,4,0,0,3,0,1
17,0,0,0,0,0,0,0,0,0,0,1
19,3,0,4,26,0,12,0,0,2,4,1
20,3,2,1,16,9,8,0,0,1,1,1
5,1,0,1,3,0,6,0,0,2,0,1
0,0,0,0,0,0,2,0,0,0,0,1
0,16,0,1,12,16,5,0,2,0,2,1
2,2,0,1,4,0,2,0,1,0,0,1
13,4,0,1,4,0,21,0,2,3,0,1
47,0,0,2,9,15,33,0,1,4,15,1
0,41,0,2,9,3,14,0,3,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1
14,1,0,1,5,1,11,0,1,3,1,1
0,0,0,0,0,0,2,0,0,0,0,1
6,4,1,0,0,1,42,0,5,2,1,1
3,8,0,1,5,0,3,0,4,0,0,1
8,4,1,2,34,0,3,0,1,1,6,1
14,23,0,7,22,0,1,0,0,1,0,1
0,2,0,2,5,0,6,0,1,1,1,1
5,19,0,1,4,0,1,0,2,0,0,1
16,0,0,2,2,3,2,0,2,1,0,1
24,3,0,1,7,0,22,1,0,6,2,1
0,0,0,0,0,0,2,0,0,0,0,1
4,2,0,1,4,0,5,0,2,4,0,1
8,4,1,2,34,0,3,0,1,1,6,1
0,0,0,0,0,0,1,0,0,0,0,1
6,0,0,1,3,2,3,0,0,2,0,1
74,5,0,1,1,1,13,0,1,6,0,1
7,0,0,1,2,3,4,0,4,0,0,1
1,8,0,1,5,1,6,0,0,4,0,1
32,3,0,10,73,6,46,0,1,9,0,1
9,4,0,1,2,1,2,0,1,0,1,1
0,0,0,1,4,0,0,0,0,0,0,1
1,1,0,1,9,1,22,0,34,5,0,1
5,10,0,1,3,0,1,0,3,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,0,0,1,2,0,1,3,0,1
7,10,0,1,4,0,3,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,1,2,1,5,0,1,1,0,1
2,4,0,1,4,0,2,0,2,0,0,1
7,2,0,1,12,0,8,0,18,0,1,1
1,3,0,1,2,1,0,0,0,1,0,1
0,1,0,0,0,0,2,0,1,0,0,1
39,58,0,0,1,7,6,0,0,8,3,1
110,22,0,3,6,0,21,0,0,11,18,1
1,2,0,1,0,0,1,0,2,2,0,1
0,3,0,1,12,0,0,0,0,0,0,1
37,3,0,1,5,0,13,0,0,4,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,0,1,0,0,1
1,8,0,1,5,1,6,0,0,4,0,1
24,0,0,1,5,1,5,0,2,3,1,1
0,0,0,0,0,0,1,1,0,0,0,1
0,41,0,2,10,3,14,0,3,1,0,1
0,0,0,1,3,0,1,0,0,1,0,1
1,0,0,1,4,1,1,0,0,2,1,1
0,9,0,6,6,0,0,0,0,1,0,1
9,12,0,1,4,0,1,0,2,0,0,1
0,1,0,1,3,1,3,0,1,0,0,1
0,1,0,1,4,0,1,1,1,0,0,1
484,2,0,2,5,0,9,0,1,1,0,1
5,10,0,1,3,0,1,0,3,0,0,1
17,1,0,1,3,0,17,0,2,4,0,1
1,8,0,1,5,1,6,0,0,4,0,1
0,1,0,1,4,0,3,0,0,1,0,1
2,0,0,1,2,1,3,0,0,8,2,1
256,5,0,2,8,3,13,0,0,4,0,1
46,5,1,7,27,3,50,0,1,14,3,1
4,2,0,2,25,0,8,1,3,1,1,1
514,8,0,6,10,3,0,0,0,6,13,1
0,1,0,1,3,0,1,0,1,0,0,1
5,7,0,0,0,0,5,0,0,2,0,1
1,8,0,1,5,1,6,0,0,4,0,1
0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,3,0,0,0,0,1,0,1
3,2,0,2,4,0,3,0,2,0,0,1
9,0,0,1,2,0,3,0,1,3,4,1
1,0,0,1,4,1,1,0,0,2,1,1
0,0,0,0,0,0,0,0,0,0,0,1
15,0,0,0,0,0,0,0,0,0,0,1
15,3,0,1,8,1,24,0,2,11,3,1
0,0,0,0,0,0,0,0,0,0,0,1
35,11,2,10,71,9,45,0,1,10,1,1
0,0,0,0,0,0,1,0,0,0,0,1
7,0,0,1,2,3,5,0,4,0,0,1
5,19,0,1,5,0,3,0,4,0,0,1
0,0,0,0,0,6,1,0,0,1,0,1
26,15,1,7,83,7,5,0,3,6,65,1
2,2,0,0,0,0,0,0,0,0,0,1
7,0,0,1,2,3,5,0,4,0,0,1
0,1,0,0,0,0,2,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
5,17,0,1,5,0,3,0,4,0,0,1
13,2,0,1,8,1,24,0,3,14,3,1
0,0,0,0,0,6,1,0,0,1,0,1
1,2,0,1,4,0,0,0,1,0,0,1
0,1,0,1,3,0,0,0,0,1,0,1
24,14,1,7,83,7,5,0,3,6,65,1
14,1,2,1,13,3,21,0,1,1,2,1
0,41,0,2,9,3,2,0,3,1,0,1
21,7,1,1,27,0,34,0,3,9,3,1
0,0,0,0,0,0,2,0,0,0,0,1
5,10,0,1,3,0,3,0,3,0,0,1
5,0,0,0,0,0,1,0,0,2,0,1
2,2,0,0,0,0,0,0,0,0,0,1
3,4,0,1,3,0,4,0,3,0,0,1
4,1,0,0,0,0,4,0,2,3,0,1
5,3,0,1,8,1,23,0,3,14,3,1
6,0,0,1,2,1,0,0,1,1,0,1
74,21,1,0,0,3,18,0,2,9,0,1
4,2,0,1,8,2,26,0,3,15,5,1
24,0,0,1,5,1,4,0,1,2,1,1
21,9,1,1,9,0,35,0,3,10,3,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,4,0,0,0,0,0,0,1
96,5,0,6,53,7,11,0,0,2,2,1
19,0,0,1,4,1,20,0,3,2,0,1
0,0,0,0,0,0,0,0,0,0,0,1
50,19,0,1,6,4,9,0,0,9,3,1
54,5,1,2,33,2,30,0,1,4,2,1
1,2,0,0,0,0,19,0,0,3,1,1
0,0,0,1,4,0,3,0,1,1,0,1
0,1,0,1,3,0,3,0,3,0,0,1
104,9,1,7,26,2,22,0,5,2,2,1
0,0,0,0,0,0,16,0,0,3,0,1
496,12,0,2,2,11,13,0,7,3,3,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,10,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
49,9,0,1,1,2,15,0,0,6,0,1
0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,1,0,0,1
201,67,0,4,18,1,9,1,0,1,0,1
0,0,0,0,0,0,2,0,0,0,0,1
8,5,1,2,34,0,3,0,1,1,6,1
22,2,0,1,4,0,12,1,1,3,0,1
4,3,0,1,4,0,5,0,2,3,0,1
8,5,1,2,34,0,3,0,1,1,6,1
11,21,0,2,12,8,6,0,1,1,9,1
14,2,0,1,14,3,12,0,4,2,0,1
1007,34,0,2,14,0,11,0,1,1,0,1
7,3,0,2,4,0,6,0,0,2,1,1
0,0,0,1,1,0,8,1,0,0,0,1
0,0,0,0,0,6,1,0,0,1,0,1
127,19,6,7,33,92,10,0,3,3,0,1
29,1,0,2,6,4,5,0,1,4,4,1
0,2,0,1,2,8,6,0,3,1,0,1
6,2,0,1,4,0,0,0,1,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
5,0,0,1,2,1,2,0,1,1,0,1
54,6,0,1,5,0,8,0,2,2,7,1
5,1,0,1,7,3,22,0,45,5,0,1
0,5,0,1,7,2,5,0,0,4,0,1
11,21,0,2,12,8,6,0,1,1,9,1
26,11,0,0,0,0,0,0,1,0,0,1
4,7,0,6,22,6,0,0,1,0,0,1
0,3,0,1,3,0,6,0,1,3,0,1
9,6,0,0,2,2,3,0,1,1,5,1
78,39,0,1,241,19,1,0,0,5,61,1
4,1,1,0,3,0,3,0,0,1,0,1
22,1,0,1,5,0,10,1,0,6,0,1
27,8,0,1,5,2,2,0,1,17,4,1
1,0,0,0,0,0,0,0,1,0,0,1
0,1,0,1,3,0,5,0,1,3,0,1
7,15,0,1,6,0,4,0,2,0,0,1
3,4,0,1,3,0,4,0,3,0,0,1
3,1,0,0,0,0,5,0,0,2,0,1
0,0,0,0,0,0,1,0,0,0,0,1
65,11,0,2,6,1,7,0,0,12,0,1
0,4,0,1,3,0,3,0,0,1,0,1
18,2,3,2,15,0,21,0,6,1,3,1
22,2,0,1,4,0,12,1,1,3,0,1
3,4,0,1,3,0,3,0,3,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1
5,0,0,1,2,1,2,0,1,1,0,1
0,0,0,0,0,0,1,0,0,0,0,1
7,0,0,1,2,3,4,0,4,0,0,1
2,2,0,0,0,0,0,0,0,0,0,1
7,2,0,1,5,0,2,0,1,0,0,1
2,2,0,0,0,0,0,0,0,0,0,1
44,4,0,0,0,0,14,0,3,10,0,1
6,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
27,8,1,1,22,10,68,0,3,3,11,1
3,4,0,1,3,0,3,0,3,0,0,1
5,5,0,1,3,0,2,0,1,0,0,1
0,0,0,1,0,0,1,0,0,0,0,1
23,0,0,0,0,1,0,0,0,1,0,1
0,0,0,0,0,0,1,1,0,0,0,1
4,7,0,6,22,6,0,0,1,0,0,1
22,12,0,2,5,0,1,0,3,5,0,1
5,0,0,1,2,1,2,0,1,1,0,1
2,2,0,1,3,0,0,0,0,1,0,1
13,4,0,1,4,0,21,0,2,3,0,1
0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,1
0,1,1,1,7,0,2,0,1,0,0,1
27,8,0,1,5,2,2,0,1,17,4,1
0,0,0,0,0,0,1,0,0,0,0,1
9,6,0,0,2,2,3,0,1,1,5,1
9,6,0,0,2,2,3,0,1,1,5,1
6,2,0,1,2,2,9,0,1,3,0,1
0,1,0,0,0,0,2,0,1,0,0,1
5,17,0,1,5,0,3,0,4,0,0,1
0,1,0,1,2,2,1,0,0,1,0,1
0,0,0,0,3,0,6,0,1,1,2,1
7,0,0,1,3,2,2,0,0,1,1,1
1,2,0,0,0,0,19,0,0,3,1,1
8,4,1,2,34,0,3,0,1,1,6,1
19,1,0,2,18,0,7,0,0,2,0,1
4,7,0,6,22,6,0,0,1,0,0,1
7,10,0,1,4,0,3,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
