num_links,num_images,num_iframes,num_forms,num_inputs,num_buttons,num_scripts,has_unescape,num_styles,css_external_links,num_hidden_elements,label,complexity_score,category
10,4,0,1,1,4,3,0,2,1,5,1,0.00042016934833072485,Simple
3,4,0,1,4,2,15,0,0,4,2,1,0.0019483984079466156,Medium
0,35,0,0,0,0,17,0,3,8,34,1,0.0021971566850075013,Medium
224,38,0,3,13,1,13,0,0,13,0,1,0.002406740912760792,Medium
34,36,0,1,0,2,4,0,0,2,0,1,0.0006272598168511406,Simple
178,10,3,1,5,1,4,0,0,4,0,1,0.0010943355626768696,Medium
14,15,0,0,0,0,6,0,0,1,0,1,0.0008208772072520443,Medium
10,4,0,1,1,4,3,0,2,1,5,1,0.00042016934833072485,Simple
151,160,0,0,0,0,8,0,2,7,0,1,0.0015237369038657222,Medium
69,1,0,0,0,18,4,0,0,2,2,1,0.0007407851717393387,Medium
10,5,0,0,0,0,9,0,0,4,0,1,0.00119563641362749,Medium
12,4,0,0,0,1,10,0,0,2,0,1,0.0013313680876467528,Medium
16,10,0,0,0,2,11,0,0,1,0,1,0.0014735869248024838,Medium
10,6,0,0,0,0,4,0,0,3,0,1,0.0005494138592135191,Simple
0,0,0,0,0,0,0,0,4,1,0,1,0.0,Simple
75,19,0,0,1,0,3,0,4,4,1,1,0.0006310021502659497,Simple
2,7,0,0,0,0,1,0,1,2,0,1,0.00013573167401926265,Simple
4,5,0,0,0,0,5,0,2,1,0,1,0.000659196880686908,Medium
17,16,0,0,0,1,25,0,0,19,0,1,0.003286253658729837,Hard
24,34,0,2,10,10,8,0,0,1,10,1,0.0011118020446999751,Medium
192,11,5,1,5,1,4,0,0,4,0,1,0.0011397457046321488,Medium
142,160,0,0,0,0,9,0,2,7,0,1,0.0016237891806344083,Medium
5,0,0,0,0,0,0,0,0,0,0,1,1.621790784117115e-05,Simple
53,313,0,2,8,2,9,0,3,1,1,1,0.001335110421061562,Medium
69,33,0,1,1,1,14,0,0,2,0,1,0.0020332302805672804,Medium
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
12,16,0,0,0,0,1,0,0,8,4,1,0.00016816748970160494,Simple
15,8,0,0,0,1,6,0,1,1,0,1,0.0008241207888202785,Medium
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
18,8,0,2,2,2,17,0,3,9,0,1,0.0022555411532357173,Medium
0,0,0,0,0,0,0,0,4,1,0,1,0.0,Simple
39,27,0,0,0,1,5,0,2,4,4,1,0.000772722235575106,Medium
0,0,0,0,0,0,0,0,4,1,0,1,0.0,Simple
88,97,0,0,0,0,24,0,5,10,0,1,0.0033873034391916725,Hard
195,9,2,1,5,1,4,0,0,4,0,1,0.0011494764493368516,Medium
125,0,0,2,4,0,8,0,1,3,0,1,0.0014394037830916322,Medium
0,0,0,0,0,0,0,0,4,1,0,1,0.0,Simple
1,5,0,1,24,0,16,0,3,1,1,1,0.0020711557556929413,Medium
0,1,0,0,0,0,2,0,1,0,0,1,0.0002584890217655884,Simple
0,0,0,0,0,0,2,0,0,0,0,1,0.0002584890217655884,Simple
0,0,0,0,0,0,2,0,0,0,0,1,0.0002584890217655884,Simple
0,0,0,0,0,0,1,0,0,2,0,1,0.0001292445108827942,Simple
131,82,0,2,5,0,3,0,1,23,11,1,0.0008126427180870666,Medium
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
4,2,0,1,2,2,8,0,1,3,0,1,0.0010469304133352904,Medium
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
19,4,0,1,13,0,2,0,3,1,2,1,0.00032011707156203876,Simple
4,0,0,0,0,0,0,0,0,0,0,1,1.297432627293692e-05,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
0,0,0,0,1,0,4,0,0,2,0,1,0.0005169780435311768,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
12,2,0,1,17,3,11,0,0,3,10,1,0.001460612598529547,Medium
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
12,2,0,1,17,3,11,0,0,3,10,1,0.001460612598529547,Medium
17,5,0,1,13,0,13,0,1,1,0,1,0.0017353195281363063,Medium
17,2,3,1,2,1,14,0,0,2,5,1,0.0018645640390191006,Medium
0,1,0,1,2,0,0,0,0,1,0,1,0.0,Simple
0,1,0,1,2,0,0,0,0,1,0,1,0.0,Simple
0,1,0,1,3,0,1,0,1,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
2,2,0,1,3,0,0,0,0,1,0,1,6.48716313646846e-06,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
2,2,0,1,3,0,0,0,0,1,0,1,6.48716313646846e-06,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
16,3,0,1,6,3,7,0,0,1,0,1,0.0009566088812713071,Medium
33,2,0,2,5,0,4,0,0,4,3,1,0.0006240162352829064,Simple
33,2,0,2,5,0,4,0,0,4,3,1,0.0006240162352829064,Simple
16,3,0,1,6,3,7,0,0,1,0,1,0.0009566088812713071,Medium
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,2,0,0,0,0,1,0.0002584890217655884,Simple
0,0,0,0,0,0,2,0,0,0,0,1,0.0002584890217655884,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
9,1,0,1,18,5,3,0,3,2,2,1,0.00041692576676249064,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
36,4,0,5,8,0,0,0,39,1,0,1,0.00011676893645643226,Simple
17,6,1,1,8,5,3,0,3,2,1,1,0.00044287441930836445,Simple
17,6,0,1,4,5,3,0,3,2,0,1,0.00044287441930836445,Simple
22,10,0,1,2,12,10,0,3,2,0,1,0.0013638039033290951,Medium
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,1,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
53,4,1,2,33,2,28,0,1,4,2,1,0.0037907561278346514,Hard
17,1,0,1,3,0,17,0,2,4,0,1,0.002252297571667483,Medium
11,0,0,1,3,0,3,0,0,3,2,1,0.00042341292989895907,Simple
0,1,0,1,3,0,0,0,0,1,0,1,0.0,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
14,0,0,1,15,1,9,0,1,4,0,1,0.0012086107399004269,Medium
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
0,0,0,0,0,0,1,0,0,2,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,2,0,1,0.0001292445108827942,Simple
0,4,0,1,8,0,5,0,3,1,0,1,0.000646222554413971,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
0,2,0,1,1,1,0,0,0,0,0,1,0.0,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
11,0,0,1,3,0,3,0,0,3,2,1,0.00042341292989895907,Simple
39,8,0,2,24,6,2,0,2,4,19,1,0.00038498870292672335,Simple
39,8,0,2,24,6,2,0,2,4,19,1,0.00038498870292672335,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
71,3,1,0,0,0,5,0,3,2,4,1,0.0008765168457586013,Medium
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
241,9,0,1,5,0,3,0,1,1,19,1,0.0011694366905928319,Medium
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
0,1,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
241,9,0,1,5,0,3,0,1,1,19,1,0.0011694366905928319,Medium
1,0,0,0,0,0,0,0,1,1,0,1,3.24358156823423e-06,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
19,4,0,1,13,0,2,0,3,1,2,1,0.00032011707156203876,Simple
10,4,0,2,8,0,4,0,2,2,6,1,0.0005494138592135191,Simple
13,23,0,1,7,0,1,0,2,0,0,1,0.00017141107126983918,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
1,5,0,1,3,0,4,0,0,1,0,1,0.000520221625099411,Simple
6,0,0,1,1,3,2,0,3,2,1,1,0.0002779505111749938,Simple
0,1,0,1,3,0,0,0,0,1,0,1,0.0,Simple
0,1,0,1,3,0,0,0,0,1,0,1,0.0,Simple
6,0,0,1,1,3,2,0,3,2,1,1,0.0002779505111749938,Simple
38,9,0,1,11,0,40,0,0,15,5,1,0.005293036534904668,Hard
23,12,0,2,12,0,12,0,2,5,0,1,0.0016255365066629175,Medium
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
4,3,1,2,22,0,0,0,0,1,2,1,1.297432627293692e-05,Simple
4,3,1,2,22,0,0,0,0,1,2,1,1.297432627293692e-05,Simple
0,4,0,1,8,0,5,0,3,1,0,1,0.000646222554413971,Simple
3,3,0,1,2,1,2,0,1,4,0,1,0.0002682197664702911,Simple
0,1,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,1,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
1,1,0,1,4,0,0,0,2,1,0,1,3.24358156823423e-06,Simple
3,1,0,0,0,0,3,0,0,2,0,1,0.00039746427735308526,Simple
8,4,1,2,34,0,4,0,1,0,6,1,0.0005429266960770506,Simple
6,10,0,0,0,1,25,0,0,20,0,1,0.0032505742614792606,Hard
41,3,2,1,2,3,11,0,0,5,2,1,0.0015546764640083396,Medium
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
4,0,0,0,0,0,0,0,0,0,0,1,1.297432627293692e-05,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,16,0,1,14,16,5,0,2,0,2,1,0.000646222554413971,Simple
0,16,0,1,14,16,5,0,2,0,2,1,0.000646222554413971,Simple
6,5,0,1,2,3,8,0,1,3,0,1,0.0010534175764717589,Medium
1,1,0,1,5,1,3,0,0,6,0,1,0.0003909771142166168,Simple
19,4,0,1,13,0,2,0,3,1,2,1,0.00032011707156203876,Simple
19,4,0,1,13,0,2,0,3,1,2,1,0.00032011707156203876,Simple
1,0,0,1,2,1,2,0,1,1,0,1,0.0002617326033338226,Simple
39,8,0,2,24,6,2,0,2,4,19,1,0.00038498870292672335,Simple
39,8,0,2,24,6,2,0,2,4,19,1,0.00038498870292672335,Simple
15,7,0,1,21,0,11,0,0,4,0,1,0.0014703433432342497,Medium
131,82,0,2,5,0,3,0,1,23,11,1,0.0008126427180870666,Medium
438,1,2,2,10,6,36,0,4,8,51,1,0.006073491118667183,Hard
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
495,3,0,2,5,0,13,0,1,1,0,1,0.003285751517752268,Hard
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
1,3,0,1,3,0,4,0,2,1,0,1,0.000520221625099411,Simple
0,0,0,1,3,3,0,0,0,1,0,1,0.0,Simple
2,2,1,1,4,0,4,0,5,1,0,1,0.0005234652066676452,Simple
2,0,0,0,0,0,1,0,1,0,0,1,0.00013573167401926265,Simple
4,3,0,1,3,1,1,0,0,1,0,1,0.00014221883715573113,Simple
25,8,0,6,24,12,7,0,2,2,1714,1,0.000985801115385415,Medium
131,82,0,2,5,0,3,0,1,23,11,1,0.0008126427180870666,Medium
4,2,0,1,10,1,22,0,2,9,5,1,0.002856353565694409,Hard
6,1,0,1,4,1,8,0,1,6,0,1,0.0010534175764717589,Medium
0,0,0,1,5,3,0,0,0,1,0,1,0.0,Simple
0,0,0,1,5,3,0,0,0,1,0,1,0.0,Simple
11,1,0,2,11,0,8,0,1,3,4,1,0.00106963548431293,Medium
11,1,0,2,11,0,8,0,1,3,4,1,0.00106963548431293,Medium
11,1,0,2,11,0,8,0,1,3,4,1,0.00106963548431293,Medium
0,0,0,0,0,0,1,0,0,2,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,2,0,1,0.0001292445108827942,Simple
15,7,0,1,11,0,10,0,0,4,0,1,0.0013410988323514555,Medium
12,1,0,3,11,0,5,0,0,2,0,1,0.0006851455332327818,Medium
12,1,0,3,11,0,5,0,0,2,0,1,0.0006851455332327818,Medium
1,0,0,1,2,1,2,0,1,1,0,1,0.0002617326033338226,Simple
131,82,0,2,5,0,3,0,1,23,11,1,0.0008126427180870666,Medium
3,4,0,1,4,2,15,0,0,4,2,1,0.0019483984079466156,Medium
0,0,0,0,0,0,1,0,0,2,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,2,0,1,0.0001292445108827942,Simple
154,32,1,2,10,0,0,0,0,3,1,1,0.0004995115615080714,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
5,0,0,1,4,1,8,0,1,6,0,1,0.0010501739949035247,Medium
11,1,0,2,11,0,8,0,1,3,4,1,0.00106963548431293,Medium
1,10,0,1,6,2,18,0,0,1,0,1,0.0023296447774585295,Medium
94,0,0,1,20,10,47,0,1,5,6,1,0.006379388678905345,Hard
35,2,0,2,51,0,11,0,0,2,2,1,0.0015352149745989341,Medium
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
11,0,0,1,3,0,3,0,0,3,2,1,0.00042341292989895907,Simple
579,174,0,1,8,2,19,0,2,14,87,1,0.004333679434780709,Hard
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
52,27,0,0,0,0,15,0,0,3,1,1,0.002107333904790093,Medium
13,6,0,1,1,4,11,0,1,4,1,1,0.0014638561800977812,Medium
13,6,0,1,1,4,11,0,1,4,1,1,0.0014638561800977812,Medium
2,4,0,1,6,1,7,0,0,2,2,1,0.0009111987393160278,Medium
2,4,0,1,6,1,7,0,0,2,2,1,0.0009111987393160278,Medium
0,1,0,0,0,0,2,0,1,0,0,1,0.0002584890217655884,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
51,24,1,4,12,10,9,1,0,2,0,1,0.0013286232579250933,Medium
2,7,0,1,9,0,13,0,1,6,4,1,0.0016866658046127928,Medium
2,7,0,1,9,0,13,0,1,6,4,1,0.0016866658046127928,Medium
3,2,0,1,3,0,1,0,0,0,0,1,0.0001389752555874969,Simple
3,2,0,1,3,0,1,0,0,0,0,1,0.0001389752555874969,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
2,4,0,1,3,0,7,0,1,1,1,1,0.0009111987393160278,Medium
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
19,4,0,1,13,0,2,0,3,1,2,1,0.00032011707156203876,Simple
71,3,1,0,0,0,5,0,3,2,4,1,0.0008765168457586013,Medium
0,0,0,0,0,0,2,0,1,1,0,1,0.0002584890217655884,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,1,0,0,0,2,1,0,0,0,1,0.0002584890217655884,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
3,1,0,0,0,0,3,0,0,2,0,1,0.00039746427735308526,Simple
3,1,0,0,0,0,3,0,0,2,0,1,0.00039746427735308526,Simple
0,0,0,0,0,0,1,1,0,0,0,1,0.0001292445108827942,Simple
4,0,0,1,9,1,12,0,3,1,0,1,0.001563908456866467,Medium
4,0,0,1,9,1,12,0,3,1,0,1,0.001563908456866467,Medium
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
8,2,2,3,38,4,3,0,1,2,7,1,0.0004136821851942564,Simple
9,0,0,1,2,0,3,0,1,3,4,1,0.00041692576676249064,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
0,0,0,0,0,0,1,0,0,0,0,1,0.0001292445108827942,Simple
2,2,0,1,2,0,6,0,1,1,0,1,0.0007819542284332336,Medium
39,8,0,2,24,6,2,0,2,4,19,1,0.00038498870292672335,Simple
39,8,0,2,24,6,2,0,2,4,19,1,0.00038498870292672335,Simple
0,1,0,1,3,0,0,0,0,1,0,1,0.0,Simple
22,10,0,1,2,12,10,0,3,2,0,1,0.0013638039033290951,Medium
17,6,1,1,8,5,3,0,3,2,1,1,0.00044287441930836445,Simple
17,6,0,1,4,5,3,0,3,2,0,1,0.00044287441930836445,Simple
22,10,0,1,2,12,10,0,3,2,0,1,0.0013638039033290951,Medium
50,19,0,1,8,4,9,0,0,9,4,1,0.0013253796763568592,Medium
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
2,2,0,1,3,0,5,0,1,1,1,1,0.0006527097175504394,Simple
26,2,0,1,17,3,1,0,0,2,11,1,0.00021357763165688417,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
4,4,0,1,2,0,0,0,0,1,0,1,1.297432627293692e-05,Simple
19,4,0,1,13,0,2,0,3,1,2,1,0.00032011707156203876,Simple
19,4,0,1,13,0,2,0,3,1,2,1,0.00032011707156203876,Simple
20,3,0,1,3,3,6,0,2,2,0,1,0.0008403386966614497,Medium
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
18,4,0,1,13,0,2,0,3,1,1,1,0.0003168734899938045,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
15,4,0,1,8,0,2,0,0,1,0,1,0.00030714274528910186,Simple
39,8,0,2,24,6,2,0,2,4,19,1,0.00038498870292672335,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
23,0,0,0,0,1,0,0,0,1,0,1,7.460237606938728e-05,Simple
39,8,0,2,24,6,2,0,2,4,19,1,0.00038498870292672335,Simple
16,4,0,1,8,0,2,0,0,1,1,1,0.00031038632685733607,Simple
0,0,0,0,0,0,2,0,0,0,0,1,0.0002584890217655884,Simple
0,0,0,0,0,0,0,0,0,0,0,1,0.0,Simple
